u,v,key,betweenness
49715999,49715998,0,7.06251907004489e-07
49716007,49715999,0,1.9695475716463215e-06
49716007,49723592,0,5.563474529402968e-05
49716007,49790509,0,4.845285970449107e-05
49716063,49716066,0,7.350988158821371e-06
49716063,49807063,0,1.1041403053168773e-06
49716066,49716082,0,7.06251907004489e-07
49716066,49716063,0,1.2931372945152617e-07
49716066,49742585,0,3.322368125908441e-06
49716082,49716066,0,2.884690887764814e-07
49716082,49742585,0,1.5915535932495527e-07
49716082,49716093,0,0.0
49716093,49739533,0,0.0
49716093,49739513,0,1.144923866143897e-05
49716093,49716098,0,4.456350061098747e-06
49716093,49716082,0,3.2228960263303444e-06
49716098,49758319,0,1.7904977924057469e-06
49716098,49716102,0,0.0
49716102,775926224,0,0.00021794337017561063
49716102,49825798,0,0.00022799005223299843
49716102,49795754,0,7.052571860087081e-06
49716129,49831104,0,5.073077078482949e-06
49716129,49716137,0,0.0
49716129,3253147394,0,1.989441991561941e-08
49716137,49716152,0,0.0
49716137,49716129,0,9.947209957809705e-09
49716137,49821688,0,3.5809955848114937e-06
49716137,11275506145,0,7.092360699918319e-06
49716152,49716159,0,4.973604978904852e-08
49716152,49716137,0,5.968325974685823e-08
49716152,49761419,0,1.3120369934351e-05
49716152,49761416,0,4.973604978904852e-08
49716159,49716152,0,2.5365385392414746e-06
49716159,49761416,0,9.353361523328465e-05
49716159,49782773,0,7.30920987699857e-05
49716160,49739655,0,1.1439291451481161e-06
49716160,649840807,0,0.0
49716160,49716175,0,3.4218402254865384e-06
49716175,1471764518,0,0.0
49716175,49782827,0,0.0
49716175,49749768,0,5.073077078482949e-07
49716175,49716160,0,0.0
49716191,49716214,0,2.4012564838152626e-05
49716191,49784971,0,3.629736913604761e-05
49716191,49784950,0,0.000102088215797001
49716214,49716191,0,0.0
49716214,49841592,0,2.053104135291923e-05
49716219,49716224,0,8.216395425150816e-06
49716219,49841590,0,2.8449020479335756e-06
49716224,49716219,0,0.0
49716224,49723348,0,3.4815234852333965e-06
49716224,49723358,0,1.2533484546840229e-06
49716503,1488078428,0,0.0001092601541765818
49716503,2999124269,0,0.00019497526238302802
49716541,2000698379,0,1.989441991561941e-08
49716541,49716545,0,8.960446729994983e-05
49716541,640614344,0,0.00019429885210589697
49716545,2000698377,0,1.989441991561941e-08
49716545,49716549,0,8.274089242906112e-05
49716545,49716541,0,0.000194348588155686
49716545,49822260,0,4.525980530803416e-06
49716549,49745714,0,3.3522097557818705e-06
49716549,49751881,0,1.044457045570019e-05
49716549,49716575,0,6.649709856795787e-05
49716549,49716545,0,0.0001954626756709607
49716575,49798540,0,3.3522097557818705e-06
49716575,49852366,0,1.6910256928276498e-07
49716575,49716589,0,6.025025071445338e-05
49716575,49716549,0,9.970088540712667e-05
49716589,49866317,0,3.232843236288154e-06
49716589,49780603,0,3.4914706951912063e-06
49716589,49716602,0,5.014388539731872e-05
49716589,49716575,0,7.161991169622988e-07
49716602,49793311,0,7.360935368779182e-07
49716602,49866317,0,5.968325974685823e-08
49716602,49716589,0,7.758823767091569e-07
49716602,49716610,0,4.769687174769753e-05
49716610,49887724,0,2.7951659981445268e-05
49716610,640614223,0,1.6701365519162495e-05
49716610,49716602,0,1.1140875152746868e-06
49716672,49792119,0,1.6591946209626586e-05
49716672,3000712324,0,9.426970877016257e-05
49716672,49716675,0,5.779328985487438e-06
49716672,8299152846,0,3.4815234852333965e-06
49716675,49738698,0,2.1784389807603253e-06
49716675,49716680,0,1.3627677642199296e-06
49716675,49716672,0,9.151433161184929e-07
49716680,641965013,0,3.428803272457005e-05
49716680,49716675,0,2.1585445608447058e-06
49716680,49738698,0,6.968020575445698e-05
49716751,49807566,0,0.0
49716868,49733995,0,0.0
49716879,49716887,0,3.431787435444348e-06
