u,v,key,aadt
49748338,49748328,0,13242.0
49748338,49748353,0,8356.0
49748353,49843926,0,8356.0
49748395,49827853,0,21047.0
49748399,49748395,0,4096.0
49748406,49748399,0,4096.0
49748409,49748406,0,4096.0
49748413,49748409,0,4096.0
49748418,49748413,0,4096.0
49748424,49748418,0,4096.0
49748424,49796906,0,2797.0
49748431,49748424,0,4096.0
49748438,49748431,0,4096.0
49748438,49799262,0,13507.0
49748438,4163822271,0,13507.0
49748441,49748438,0,4096.0
49748460,49748441,0,4096.0
49748623,49742293,0,15078.0
49748623,49748625,0,15486.0
49748625,49769661,0,10938.0
49748627,49748625,0,25829.0
49748627,49748678,0,25829.0
49748627,642563700,0,1037.0
49748690,3011478356,0,9383.0
49748694,49748716,0,19413.0
49748716,49748720,0,28082.0
49748720,49748716,0,18692.0
49748720,3012429760,0,11707.0
49748725,49748720,0,28082.0
49748725,622720970,0,28703.0
49748725,8476470743,0,26877.0
49748733,49729890,0,28082.0
49748775,647584811,0,28644.0
49748775,2504794158,0,28644.0
49748775,12169187729,0,5468.0
49748779,49741647,0,28644.0
49748779,647584811,0,6749.0
49748784,49741647,0,28644.0
49748784,3007114624,0,10768.0
49748788,49748784,0,28644.0
49748788,3007762954,0,28644.0
49748802,647030747,0,30025.0
49748847,646216885,0,10553.0
49748853,49735031,0,4511.0
49748853,49745841,0,10553.0
49748853,49748847,0,10553.0
49748853,49842664,0,4511.0
49748862,49748873,0,10553.0
49748873,49748862,0,10553.0
49748873,49748883,0,10553.0
49748901,49748883,0,10553.0
49748901,49859100,0,3610.0
49748901,3788079770,0,10553.0
49748926,49749006,0,10553.0
49749006,49746174,0,10553.0
49749030,49718798,0,10553.0
49749030,49828394,0,7802.0
49749030,49829439,0,7802.0
49749041,49749047,0,3662.0
49749041,3276948624,0,2589.0
49749047,49749041,0,3662.0
49749062,49797753,0,28899.0
49749106,49770640,0,3842.0
49749106,49777843,0,13247.0
49749108,49761754,0,3666.0
49749154,5896029064,0,20555.0
49749163,49761767,0,3108.0
49749194,49782583,0,3495.0
49749194,49789766,0,3495.0
49749203,49749214,0,5769.0
49749203,646190646,0,9240.0
49749214,49745701,0,5769.0
49749220,49749230,0,5769.0
49749230,49724259,0,5769.0
49749265,11368228083,0,9247.0
49749374,49717954,0,8478.0
49749379,49789180,0,24444.0
49749379,9656370906,0,5080.0
49749383,49749394,0,5080.0
49749383,9656370906,0,5080.0
49749394,49769205,0,17031.0
49749416,647043839,0,4606.0
49749446,49749416,0,4606.0
49749470,49749379,0,24444.0
49749470,49789168,0,24444.0
49749470,1443727116,0,2100.0
49749478,49859579,0,4851.0
49749658,5920737996,0,13915.0
49749800,49799918,0,16892.0
49749838,49730820,0,11315.0
49749838,1574783762,0,11315.0
49749851,642317837,0,11934.0
49749855,49749851,0,11934.0
49749855,49749860,0,11934.0
49749855,49823438,0,9240.0
49749860,49749862,0,11934.0
49749862,49749860,0,11934.0
49749862,49749865,0,11934.0
49749865,49749871,0,11934.0
49749871,49749873,0,11934.0
49749873,49749881,0,11934.0
49749881,49749910,0,11934.0
49749910,49749917,0,11934.0
49749917,1492729466,0,11934.0
49749935,49749954,0,11934.0
49749935,1492729466,0,11934.0
49750009,49718816,0,11934.0
49750127,642395689,0,6014.0
49750127,1443727066,0,2609.0
49750161,49750169,0,5157.0
49750169,3872966581,0,12153.0
49750216,49825427,0,2739.0
49750268,49871189,0,5789.0
49750448,11831784016,0,13560.0
49750455,49756881,0,7406.0
49750455,49824184,0,6157.0
49750455,49842341,0,4612.0
49750455,655442848,0,6266.0
49750470,49756897,0,2936.0
49750470,49792123,0,2936.0
49750494,49775070,0,5355.0
49750640,49883189,0,3670.0
49750678,49750268,0,5789.0
49750710,9635459064,0,6724.0
49750819,49750826,0,1039.0
49750819,2504794158,0,15323.0
49750826,49767131,0,6749.0
49750826,11260344016,0,1039.0
49750861,49782082,0,14326.0
49751203,49781894,0,17655.0
49751203,49885650,0,17655.0
49751267,49740750,0,11997.0
49751267,49756073,0,11997.0
49751361,49728879,0,7312.0
49751361,49728917,0,12519.0
49751361,1439840033,0,12519.0
49751422,49817652,0,7361.0
49751444,4163822271,0,9000.0
49751468,49756088,0,11997.0
49751474,49756259,0,6988.0
49751518,49815548,0,6640.0
49751716,49751721,0,6680.0
49751728,49746194,0,6680.0
49751728,49751721,0,6680.0
49751758,49751772,0,6680.0
49751758,1482962009,0,6680.0
49751799,49751772,0,6680.0
49751822,49751799,0,6680.0
49751822,649840226,0,6680.0
49751887,49782687,0,4725.0
49751887,49822299,0,4725.0
49751895,638093913,0,6795.0
49752200,49778342,0,21078.0
49752200,49881497,0,21078.0
49752285,5380888621,0,6988.0
49752363,2765475194,0,1429.0
49752366,49809775,0,4253.0
49752520,49806589,0,4570.0
49752562,49827236,0,5134.0
49752579,49729711,0,4509.0
49752584,49752579,0,4509.0
49752599,49747865,0,4509.0
49752603,49752599,0,4509.0
49752603,49825533,0,3024.0
49752606,49752603,0,4509.0
49752606,49823332,0,13024.0
49752612,49752621,0,4509.0
49752612,2921295183,0,4509.0
49752621,49752612,0,4509.0
49752621,49752628,0,4509.0
49752628,49752621,0,4509.0
49752632,49752628,0,4509.0
49752632,49789277,0,22059.0
49752640,49752632,0,8986.0
49752640,49789284,0,5537.0
49752640,49818968,0,5537.0
49752651,49745658,0,8986.0
49752651,49752640,0,8986.0
49752651,49768036,0,7778.0
49752667,49745658,0,8986.0
49752667,49752671,0,8986.0
49752667,49826510,0,8782.0
49752667,13256237934,0,8782.0
49752671,49752667,0,8986.0
49752671,2765545465,0,27476.0
49752913,49752905,0,3666.0
49752913,49761786,0,3666.0
49753005,647030743,0,25795.0
49753014,49842417,0,6602.0
49753197,49748328,0,6003.0
49753197,1004809645,0,6003.0
49753268,49748328,0,6003.0
49753268,49753270,0,6003.0
49753270,49753268,0,6003.0
49753272,49753270,0,6003.0
49753274,49753272,0,6003.0
49753280,49753274,0,6003.0
49753280,49753288,0,1168.0
49753280,49802357,0,21078.0
49753507,49797015,0,3963.0
49753516,49753520,0,4269.0
49753516,1060365691,0,4269.0
49753520,49822896,0,4652.0
49753524,49748399,0,4269.0
49753524,49753520,0,4269.0
49753534,49748399,0,4269.0
49753649,49767288,0,1430.0
49753665,49754519,0,2042.0
49753799,49753804,0,3299.0
49753804,49753806,0,3299.0
49753806,49753804,0,3299.0
49753806,49753810,0,3299.0
49753817,49753810,0,3299.0
49753824,49753817,0,3299.0
49753824,49795418,0,3262.0
49753824,649839841,0,3262.0
49753848,49753824,0,3299.0
49753848,49782697,0,3299.0
49753936,49769356,0,18968.0
49753936,49769366,0,18968.0
49753973,49724259,0,1193.0
49753973,49760719,0,1193.0
49754013,49795931,0,7010.0
49754031,49841199,0,7431.0
49754035,49777564,0,7028.0
49754040,49796854,0,9510.0
49754042,49779839,0,5768.0
49754051,49796861,0,10114.0
49754051,49802545,0,10114.0
49754143,49739137,0,1884.0
49754143,49822299,0,1884.0
49754162,49754166,0,2998.0
49754162,49765058,0,2032.0
49754162,49814912,0,2703.0
49754166,49754177,0,2998.0
49754177,49754185,0,2998.0
49754185,49734010,0,2998.0
49754207,49840782,0,11315.0
49754246,49761707,0,3495.0
49754246,49763423,0,3495.0
49754279,49763450,0,19993.0
49754279,49794588,0,19993.0
49754321,49726613,0,8356.0
49754321,49794608,0,8356.0
49754457,49763044,0,9982.0
49754463,49756730,0,16572.0
49754499,49754505,0,2042.0
49754499,1375406094,0,14902.0
49754505,49754509,0,2042.0
49754509,49754516,0,2042.0
49754516,49753665,0,2042.0
49754519,49754525,0,2042.0
49754525,49754527,0,2042.0
49754527,49754531,0,2042.0
49754531,49754539,0,2042.0
49754539,49754545,0,2042.0
49754545,49754553,0,2042.0
49754553,49767325,0,18212.0
49754597,49748106,0,8987.0
49754610,49754612,0,24444.0
49754610,49789205,0,24444.0
49754612,49789196,0,24444.0
49754618,49823986,0,17031.0
49754643,49780318,0,2739.0
49754649,49780235,0,6826.0
49754649,13256450865,0,6826.0
49754658,3667950074,0,8010.0
49754685,49813577,0,7396.0
49754685,11563313323,0,7396.0
49754697,49780299,0,1085.0
49754706,49745680,0,663.0
49754706,49754709,0,663.0
49754709,49754714,0,663.0
49754737,49770968,0,5431.0
49754874,49732919,0,13507.0
49754961,49767295,0,1430.0
49754994,49726342,0,4182.0
49754994,655448755,0,4182.0
49755047,49821069,0,10886.0
49755118,49746034,0,2353.0
49755206,49746262,0,8245.0
49755206,49841101,0,8245.0
49755288,49773891,0,3414.0
49755306,49743894,0,12824.0
49755512,49755514,0,7111.0
49755512,3900811260,0,19446.0
49755515,49755514,0,7111.0
49755515,49758656,0,6900.0
49755528,49755515,0,7111.0
49755530,49755528,0,7111.0
49755544,49755537,0,7111.0
49755550,49755556,0,7111.0
49755556,49755563,0,7111.0
49755563,49755572,0,7111.0
49755572,49758684,0,3262.0
49755600,49755584,0,7111.0
49755611,49755616,0,7111.0
49755641,49755616,0,7111.0
49755648,49755649,0,7111.0
49755649,49807893,0,7111.0
49755774,49763283,0,1856.0
49755787,49800612,0,20562.0
49755795,49755790,0,13932.0
49755803,49720124,0,13932.0
49755819,49755803,0,13932.0
49755831,49755819,0,13932.0
49755831,49755836,0,13932.0
49755831,49797236,0,805.0
49755831,7320020924,0,805.0
49755836,49755831,0,13932.0
49755858,49755881,0,12764.0
49755969,49755881,0,12764.0
49755969,2444588205,0,11997.0
49756006,49756050,0,11997.0
49756050,49740750,0,11997.0
49756088,49756073,0,11997.0
49756123,49751468,0,11997.0
49756123,49756149,0,11997.0
49756149,49812133,0,2193.0
49756155,49756149,0,11997.0
49756170,49761531,0,20047.0
49756170,49761570,0,25727.0
49756177,49790232,0,7853.0
49756177,1386997331,0,8362.0
49756259,49756253,0,6988.0
49756259,49843379,0,2612.0
49756263,49735888,0,6988.0
49756263,49756275,0,6988.0
49756279,49756275,0,6988.0
49756279,49756281,0,6988.0
49756281,49756284,0,6988.0
49756297,49747251,0,6988.0
49756489,12282134928,0,9027.0
49756512,49774081,0,3125.0
49756526,49774087,0,2847.0
49756526,49794227,0,2847.0
49756542,49768706,0,2144.0
49756549,49777019,0,2676.0
49756558,49738294,0,12187.0
49756558,2428508011,0,12187.0
49756572,1484481416,0,2334.0
49756578,49798625,0,6602.0
49756578,3240030410,0,1831.0
49756730,638905411,0,16572.0
49756802,49798595,0,5789.0
49756802,49871189,0,5789.0
49756850,49775980,0,12531.0
49756850,49791685,0,12531.0
49756857,49775986,0,461.0
49756861,3001460941,0,10665.0
49756892,655442847,0,16502.0
49756897,49773929,0,5667.0
49757359,49757367,0,14991.0
49757367,49757359,0,14991.0
49757367,49889179,0,2625.0
49757401,49757367,0,14991.0
49757411,49757401,0,14991.0
49757415,49757411,0,14991.0
49757415,49757431,0,14991.0
49757431,49757442,0,14991.0
49757442,49757444,0,14991.0
49757444,49783089,0,5981.0
49757453,49757444,0,14991.0
49757453,4059254292,0,14991.0
49757467,49757471,0,14991.0
49757467,3372235095,0,14991.0
49757471,49747311,0,14991.0
49757526,49757503,0,14991.0
49757535,49757526,0,14991.0
49757541,49757535,0,14991.0
49757545,49757541,0,14991.0
49757548,49757545,0,14991.0
49757548,49757574,0,14991.0
49757574,49740585,0,5427.0
49757871,49761434,0,2589.0
49757871,49761439,0,2589.0
49757901,49757896,0,9592.0
49757901,49757909,0,5449.0
49757901,3010698045,0,23877.0
49757909,49777556,0,3506.0
49757927,49785947,0,19993.0
49757950,49771227,0,8356.0
49757950,49860465,0,8356.0
49758026,49802833,0,2780.0
49758032,49822546,0,2739.0
49758058,2765102980,0,29140.0
49758241,49758244,0,2334.0
49758244,49758250,0,2334.0
49758250,49758252,0,2334.0
49758252,49756572,0,2334.0
49758271,49739559,0,7556.0
49758271,49758282,0,2334.0
49758271,49836837,0,7556.0
49758282,49758287,0,2334.0
49758287,49742428,0,2334.0
49758293,705647680,0,8366.0
49758306,49734140,0,2334.0
49758370,49858107,0,11721.0
49758370,1365013785,0,11721.0
49758395,49782400,0,9819.0
49758419,49731559,0,15896.0
49758419,49821610,0,15896.0
49758447,49758454,0,3384.0
49758454,49758447,0,3384.0
49758454,49769661,0,10938.0
49758513,4117423518,0,5204.0
49758528,49776031,0,4876.0
49758528,3531416323,0,4876.0
49758541,49764365,0,6401.0
49758546,49776015,0,20486.0
49758552,49765108,0,5204.0
49758746,49819192,0,6827.0
49759039,11198017164,0,7556.0
49759074,49727438,0,9968.0
49759080,49798186,0,9970.0
49759080,49823777,0,5667.0
49759085,49746267,0,5961.0
49759090,49831064,0,2945.0
49759091,2399740768,0,6194.0
49759112,49719425,0,26626.0
49759112,49727929,0,4332.0
49759133,49730840,0,25167.0
49759135,49759133,0,25167.0
49759135,49796016,0,3360.0
49759135,49798012,0,3360.0
49759140,49759135,0,25167.0
49759140,911590644,0,25167.0
49759164,49759170,0,25167.0
49759170,49759164,0,25167.0
49759170,4459063256,0,25167.0
49759318,49768588,0,9240.0
49759338,49745571,0,258.0
49759338,49813823,0,258.0
49759427,49807959,0,7568.0
49759427,49831789,0,7568.0
49759499,49821658,0,6883.0
49759499,5128694819,0,6883.0
49759635,49833614,0,15673.0
49759643,49801515,0,5987.0
49759650,49841937,0,4851.0
49759674,49789246,0,24444.0
49759823,7131110940,0,12819.0
49759828,1013367362,0,12819.0
49759844,49789385,0,26037.0
49759867,49759881,0,10920.0
49759886,3369108596,0,10920.0
49759907,4000786674,0,10920.0
49759916,49759907,0,10920.0
49759918,49759916,0,10920.0
49759921,49759918,0,10920.0
49759921,49759926,0,10920.0
49759926,49759930,0,10920.0
49759930,49802900,0,13491.0
49759949,49759930,0,10920.0
49760126,642857393,0,2000.0
49760268,49760266,0,2000.0
49760268,49760280,0,2000.0
49760280,49760268,0,2000.0
49760280,49760283,0,3092.0
49760280,49815596,0,6640.0
49760283,49823085,0,3092.0
49760309,49859763,0,5914.0
49760312,49760309,0,7163.0
49760312,2099955610,0,7163.0
49760346,49730888,0,10843.0
49760346,49746304,0,1284.0
49760355,49760348,0,11062.0
49760355,49795957,0,11344.0
49760367,49760376,0,7471.0
49760380,49747510,0,7471.0
49760408,4364801748,0,3262.0
49760543,49744168,0,10823.0
49760550,49760543,0,10823.0
49760550,49760552,0,10823.0
49760719,49745938,0,1193.0
49760742,49760727,0,16844.0
49760742,49760758,0,16844.0
49760758,49751677,0,4553.0
49760803,49718816,0,16844.0
49760803,49760758,0,16844.0
49760904,49799887,0,247.0
49760920,49777944,0,2676.0
49761250,49831338,0,22616.0
49761256,49761250,0,2703.0
49761382,49779939,0,10067.0
49761391,49797102,0,9053.0
49761391,49797150,0,9053.0
49761406,49815563,0,6640.0
49761416,49716152,0,2589.0
49761416,49716159,0,8244.0
49761419,49716152,0,2589.0
49761419,49761421,0,2589.0
49761425,49761421,0,2589.0
49761426,49761425,0,2589.0
49761426,49761428,0,2589.0
49761428,49761426,0,2589.0
49761430,49761428,0,2589.0
49761434,49761430,0,2589.0
49761441,49761439,1,2589.0
49761441,3276948624,0,2589.0
49761501,49761506,0,14759.0
49761506,306513250,0,14759.0
49761531,49823707,0,15789.0
49761612,49761620,0,16302.0
49761626,49761620,0,16302.0
49761630,49761626,0,16302.0
49761630,49811752,0,4198.0
49761633,49761630,0,14940.0
49761641,49761633,0,14940.0
49761649,49761641,0,14940.0
49761649,49761656,0,14940.0
49761658,49761656,0,14940.0
49761658,49761664,0,14940.0
49761668,49761664,0,14940.0
49761668,49761675,0,14940.0
49761678,49820820,0,3020.0
49761678,1440867164,0,14940.0
49761684,49720045,0,21177.0
49761684,49731467,0,19993.0
49761684,49761698,0,15609.0
49761698,49761700,0,15609.0
49761707,49754246,0,3495.0
49761707,49761700,0,15609.0
49761729,49761727,0,3666.0
49761729,49761735,0,3666.0
49761744,49761735,0,3666.0
49761744,49761746,0,3666.0
49761746,49761753,0,3666.0
49761754,49761753,0,3666.0
49761767,49749108,0,3666.0
49761767,49749163,0,3108.0
49761767,49761776,0,3666.0
49761780,49761339,0,3666.0
49761780,49761776,0,3666.0
49761786,49752913,0,3666.0
49761786,13001964548,0,3666.0
49761793,49752905,0,5355.0
49761928,49744233,0,15673.0
49761928,4001421460,0,15673.0
49761968,49744604,0,2225.0
49761968,49761978,0,2863.0
49761968,1493859547,0,1182.0
49761986,49761978,0,2863.0
49761986,1493824961,0,1352.0
49762043,49744591,0,4218.0
49762043,49764782,0,4218.0
49762143,49768328,0,2725.0
49762184,641127592,0,11380.0
49762191,49772987,0,9469.0
49762202,49762207,0,4362.0
49762202,49773532,0,16748.0
49762202,3013407820,0,16748.0
49762207,49762210,0,4362.0
49762207,49777815,0,14693.0
49762210,49745629,0,4362.0
49762210,49799643,0,13953.0
49762221,49745629,0,4362.0
49762221,49764251,0,10408.0
49762221,876615335,0,10408.0
49762225,49762238,0,1836.0
49762225,49770764,0,23358.0
49762225,1381216023,0,23358.0
49762238,49762243,0,1836.0
49762238,49827624,0,6749.0
49762243,49762251,0,1836.0
49762243,49799817,0,9911.0
49762251,49777682,0,4616.0
49762251,1381307996,0,1836.0
49762264,49762286,0,1836.0
49762264,49777696,0,2707.0
49762286,49762331,0,1836.0
49762331,641127623,0,1836.0
49762379,49762383,0,6083.0
49762379,3378616474,0,4396.0
49762383,49777795,0,15467.0
49762510,646229744,0,156221.0
49762563,49762602,0,117303.0
49762625,49762645,0,117303.0
49762645,639568460,0,117303.0
49762699,646246037,0,117303.0
49762862,49833236,0,5789.0
49762870,49765918,0,7556.0
49762870,11198017167,0,7556.0
49762880,49841199,0,8994.0
49762910,49841257,0,7317.0
49763049,49744664,0,7719.0
49763049,49763044,0,9982.0
49763049,49763056,0,9982.0
49763049,49795263,0,7719.0
49763073,49739903,0,3125.0
49763104,9768681893,0,2847.0
49763119,49768691,0,2144.0
49763125,49746693,0,2676.0
49763125,49760920,0,2676.0
49763143,13650886150,0,9437.0
49763154,49777990,0,4597.0
49763157,49778002,0,3080.0
49763167,49852718,0,3239.0
49763283,49755774,0,1856.0
49763283,49791826,0,7361.0
49763342,49810317,0,12824.0
49763342,1467726006,0,12824.0
49763401,49761630,0,4198.0
49763423,49802065,0,3495.0
49763467,49761256,0,2973.0
49763467,49861791,0,3108.0
49763568,49788314,0,5010.0
49763568,49817599,0,5010.0
49763571,49867524,0,5987.0
49763581,49749478,0,4851.0
49763606,49763609,0,24444.0
49763606,11267636269,0,24444.0
49763609,49789219,0,24444.0
49763618,49847403,0,17031.0
49763628,49773639,0,4071.0
49763628,49773647,0,4071.0
49763632,49813502,0,7778.0
49763637,49764467,0,24908.0
49763640,49780840,0,4395.0
49763666,49760309,0,2036.0
49763735,49783034,0,5981.0
49763777,49757574,0,5427.0
49763777,49792406,0,5427.0
49763787,49783068,0,6678.0
49763787,49796605,0,6678.0
49763850,49832630,0,3166.0
49763850,3900798354,0,3166.0
49763997,49754162,0,5361.0
49763997,49765073,0,5902.0
49764070,49757896,0,9592.0
49764096,49732854,0,20752.0
49764096,647053797,0,4253.0
49764096,3601521523,0,20752.0
49764096,12864732636,0,4253.0
49764163,49723816,0,10466.0
49764249,49764251,0,10408.0
49764249,8245233140,0,12251.0
49764271,49745632,0,13247.0
49764271,1381307999,0,8071.0
49764289,4697534334,0,19252.0
49764296,4325552565,0,9793.0
49764296,9983605758,0,10932.0
49764309,4629699772,0,9793.0
49764309,12128376033,0,14818.0
49764314,4597151559,0,9793.0
49764314,9660057374,0,3258.0
49764318,49734130,0,7317.0
49764318,49785425,0,31987.0
49764321,49764326,0,7317.0
49764326,49745188,0,16075.0
49764326,49764330,0,6401.0
49764326,49775608,0,11238.0
49764330,49764337,0,6401.0
49764337,49745193,0,10127.0
49764337,49764341,0,6401.0
49764337,49780016,0,10127.0
49764341,49764343,0,6401.0
49764343,49745200,0,3963.0
49764343,49764348,0,6401.0
49764348,49764352,0,6401.0
49764352,49764359,0,6401.0
49764352,49817467,0,4066.0
49764359,49758541,0,6401.0
49764365,49764371,0,6401.0
49764371,49764374,0,6401.0
49764374,49764380,0,6401.0
49764374,49765113,0,22572.0
49764380,11332977611,0,6401.0
49764397,4089959667,0,4982.0
49764440,49764445,0,4982.0
49764440,49769171,0,4781.0
49764440,49769178,0,4558.0
49764445,49764447,0,4982.0
49764447,49764451,0,4982.0
49764451,49764453,0,4982.0
49764451,783623535,0,10009.0
49764453,49764461,0,4982.0
49764453,49843037,0,6209.0
49764461,49764467,0,4982.0
49764461,49772615,0,8450.0
49764467,49763637,0,24908.0
49764467,49772627,0,24908.0
49764563,49767025,0,1518.0
49764563,49792331,0,1518.0
49764791,49741730,0,10067.0
49764791,49779896,0,10067.0
49764794,49809200,0,10562.0
49764801,2046464958,0,7815.0
49764802,49832630,0,1985.0
49764904,49722409,0,12153.0
49764904,49750169,0,12153.0
49764911,49722409,0,1551.0
49764921,49764911,0,1335.0
49764921,5277494834,0,7471.0
49765018,49792119,0,6752.0
49765058,49790386,0,2032.0
49765062,49765073,0,6984.0
49765081,49797044,0,3963.0
49765081,1243973976,0,5204.0
49765083,49765081,0,5204.0
49765083,49765085,0,5204.0
49765083,49797044,0,10014.0
49765088,49765085,0,5204.0
49765088,49817489,0,4066.0
49765092,49765088,0,5204.0
49765113,49842979,0,20486.0
49765120,11332977611,0,2761.0
49765126,49773647,0,3153.0
49765126,49847434,0,1584.0
49765138,49765126,0,3481.0
49765138,49788660,0,5876.0
49765145,49741710,0,14818.0
49765145,647622726,0,14818.0
49765155,49824748,0,11474.0
49765155,647622726,0,7687.0
49765161,49765155,0,7815.0
49765234,49737722,0,3176.0
49765234,49787740,0,3176.0
49765234,5521303041,0,9968.0
49765283,49882039,0,13024.0
49765285,49765283,0,13024.0
49765285,49776943,0,2912.0
49765290,49765297,0,13024.0
49765290,2921295174,0,13024.0
49765297,2921295178,0,13024.0
49765318,49765322,0,12806.0
49765318,2921295472,0,12806.0
49765322,49747884,0,12806.0
49765363,49737972,0,12806.0
49765363,3370912526,0,12806.0
49765376,49737972,0,12806.0
49765376,49766672,0,4336.0
49765376,49832272,0,4336.0
49765380,49873649,0,8356.0
49765648,49738066,0,7506.0
49765648,49840688,0,4615.0
49765735,49763143,0,9437.0
49765793,49768085,0,5431.0
49765793,4635667843,0,5431.0
49765828,49886257,0,7599.0
49765866,49782406,0,9819.0
49765884,646030930,0,13644.0
49765884,5563919667,0,13644.0
49765918,49795924,0,7010.0
49765918,49836837,0,7556.0
49765922,49765918,0,9437.0
49765949,49765735,0,9437.0
49765974,9688260452,0,9437.0
49765986,49765974,0,9437.0
49765988,49765986,0,9437.0
49765989,49765988,0,9437.0
49765992,49765989,0,9437.0
49765997,49769580,0,23749.0
49766002,49765997,0,26302.0
49766009,49766002,0,26302.0
49766009,49766018,0,26302.0
49766018,49766019,0,26302.0
49766018,49788093,0,4288.0
49766018,49788100,0,4288.0
49766019,49766022,0,26302.0
49766022,49766019,0,26302.0
49766022,49766026,0,26302.0
49766026,49766022,0,26302.0
49766029,49766026,0,26302.0
49766029,49766030,0,26302.0
49766030,49766029,0,26302.0
49766030,5343233829,0,25269.0
49766633,49740634,0,25389.0
49766638,49766633,0,25389.0
49766643,49766638,0,25389.0
49766668,49737946,0,25389.0
49766668,13256457616,0,25389.0
49766672,49737946,0,25389.0
49766674,49766682,0,13867.0
49766682,49766674,0,13867.0
49766687,49766682,0,13867.0
49766931,49804798,0,463.0
49766950,49804153,0,5170.0
49766950,49806844,0,5170.0
49767010,49847319,0,4567.0
49767010,49858053,0,4567.0
49767041,49777511,0,27308.0
49767044,49767506,0,3473.0
49767044,49767512,0,3473.0
49767123,49750819,0,15323.0
49767123,4001201376,0,15323.0
49767131,49782130,0,6749.0
49767196,49767194,0,3921.0
49767196,3012535147,0,14282.0
49767269,49730297,0,1430.0
49767277,49767269,0,1430.0
49767288,49767277,0,1430.0
49767293,49753649,0,1430.0
49767295,49767293,0,1430.0
49767315,49754961,0,1430.0
49767317,49767315,0,1430.0
49767321,49767317,0,1430.0
49767325,49729772,0,18212.0
49767325,49754553,0,18212.0
49767325,49767321,0,1430.0
49767368,49716962,0,10886.0
49767368,49832899,0,10886.0
49767441,11608939093,0,8590.0
49767451,49839158,0,19386.0
49767498,49767506,0,3473.0
49767498,1443727117,0,3473.0
49767512,49767044,0,3473.0
49767512,49767514,0,3473.0
49767514,49767512,0,3473.0
49767516,49767514,0,3473.0
49767516,49767517,0,3473.0
49767517,49732272,0,9819.0
49767517,49757359,0,3473.0
49767523,49847898,0,7406.0
49767574,49734631,0,2322.0
49767970,49789704,0,2739.0
49767970,49825351,0,2739.0
49767978,49851483,0,4573.0
49768000,49818974,0,5537.0
49768029,49838202,0,1912.0
49768029,783626441,0,1912.0
49768036,783625725,0,7778.0
49768048,49789747,0,8782.0
49768048,49851787,0,8782.0
49768085,49765793,0,5431.0
49768085,49782924,0,5431.0
49768161,49776919,0,5987.0
49768166,49772864,0,4851.0
49768181,49776928,0,24444.0
49768203,49791870,0,7778.0
49768203,49813525,0,7778.0
49768203,49818935,0,3427.0
49768203,1443727150,0,5537.0
49768213,49768215,0,13037.0
49768215,49768213,0,13037.0
49768215,937305437,0,13037.0
49768246,49768248,0,20555.0
49768246,3373614259,0,20555.0
49768258,747819125,0,20555.0
49768301,823923141,0,2725.0
49768307,49768309,0,2725.0
49768309,49768307,0,2725.0
49768314,937306460,0,2725.0
49768325,49768328,0,2725.0
49768325,3669515067,0,2725.0
49768340,49768341,0,2725.0
49768341,393463842,0,2725.0
49768357,3657251442,0,2725.0
49768388,49768392,0,5526.0
49768388,49790453,0,7166.0
49768392,49768388,0,5526.0
49768440,49837617,0,7516.0
49768440,49882753,0,7516.0
49768464,49797678,0,17564.0
49768588,49759318,0,9240.0
49768632,49770517,0,7568.0
49768632,49833568,0,7568.0
49768670,49717969,0,4572.0
49768670,4060172795,0,12951.0
49768691,49763119,0,2144.0
49768691,49768693,0,2144.0
49768693,49788029,0,12187.0
49768698,49756542,0,2144.0
49768698,49768693,0,2144.0
49768706,49768708,0,2144.0
49768708,49768710,0,2144.0
49768710,49768712,0,2144.0
49768710,49839951,0,12974.0
49768710,49849139,0,12974.0
49768712,49730297,0,14902.0
49768712,49734737,0,14902.0
49768712,49768710,0,2144.0
49768756,49831608,0,6077.0
49768887,5638509770,0,7312.0
49768986,49844371,0,5789.0
49769075,49841191,0,5789.0
49769171,49764440,0,4781.0
49769180,49769178,0,2726.0
49769182,49769180,0,2726.0
49769182,49769186,0,3840.0
49769187,49769186,0,2114.0
49769193,49787486,0,24444.0
49769201,49769193,0,2578.0
49769205,49749394,0,17031.0
49769205,49769201,0,2578.0
49769205,49769209,0,3707.0
49769209,49769205,0,3707.0
49769209,49769213,0,3707.0
49769209,49773599,0,4071.0
49769209,49773609,0,4071.0
49769213,49769215,0,3707.0
49769215,49769213,0,3707.0
49769215,49787504,0,7778.0
49769215,49813480,0,7778.0
49769215,10992137994,0,3707.0
49769313,1484482233,0,18968.0
49769313,3895350118,0,18968.0
49769356,49753936,0,18968.0
49769383,49769366,0,18968.0
49769383,49816883,0,6900.0
49769407,49769383,0,18968.0
49769407,9097753196,0,18968.0
49769464,49734137,0,34015.0
49769485,3690617654,0,33643.0
49769494,49769485,0,33643.0
49769500,49769494,0,33643.0
49769580,3665020002,0,23749.0
49769594,49765997,0,34015.0
49769650,49758454,0,10938.0
49769650,3001375547,0,3879.0
49769661,49748623,0,7725.0
49769804,49729205,0,20562.0
49769804,49737931,0,6404.0
49769804,49800600,0,20562.0
49769885,49737105,0,1347.0
49769885,49784971,0,1429.0
49770161,647043994,0,27223.0
49770175,1364989308,0,27223.0
49770176,49770175,0,27223.0
49770179,1364989276,0,30486.0
49770214,49845240,0,25932.0
49770245,1365013785,0,9660.0
49770245,12477168156,0,7599.0
49770273,49770275,0,22354.0
