u,v,key,aadt
49748168,49777546,0,7028.0
49748172,49758476,0,14156.0
49748177,49748172,0,11187.0
49748177,3001046648,0,11973.0
49748184,49762379,0,6083.0
49748184,3378222896,0,11187.0
49748184,3378222907,0,6083.0
49748212,1443727090,0,2563.0
49748223,49748212,0,11187.0
49748223,49871037,0,29725.0
49748231,49748223,0,11187.0
49748231,49825121,0,2951.0
49748241,13265637012,0,11187.0
49748273,49748281,0,13242.0
49748281,49748287,0,13242.0
49748281,49826676,0,6789.0
49748287,49748292,0,13242.0
49748292,49748296,0,13242.0
49748296,49748302,0,13242.0
49748302,49747135,0,13242.0
49748302,2994024590,0,3092.0
49748307,49748309,0,13242.0
49748307,49804397,0,2354.0
49748307,49858868,0,2354.0
49748309,49739695,0,13242.0
49748318,49726338,0,13242.0
49748318,49739695,0,13242.0
49748328,49753197,0,6003.0
49748328,49753268,0,6003.0
